archivo,split,px_palta,px_def,ratio,frac_def_fuera
Tam_d11_231_b_5_jpg.rf.iKM5rX2dyC2HnM1JHvsY.jpg,test,2336,7017,3.0038527397260273,0.6672367108450905
T10_d01_149_a_1_jpg.rf.bZWP1qsJItI6EgSJriOJ.jpg,train,219,0,0.0,0.0
T10_d01_229_b_1_jpg.rf.8aPWvXdjHac2seWbtLIt.jpg,train,503,31975,63.56858846918489,0.9842689601250977
T10_d02_054_a_1_jpg.rf.od65dNJKxYkNAw72Fxgf.jpg,train,9489,11487,1.2105595953208979,0.17393575346043352
T10_d02_096_a_1_jpg.rf.hHkJsk0j1eCfWBtul8e1.jpg,train,108505,35880,0.3306760057140224,0.31432552954292087
T10_d03_181_b_1_jpg.rf.Q2ywkL9HyEiNeByCJXpx.jpg,train,1133,29487,26.02559576345984,0.9615762878556652
T10_d03_196_a_1_jpg.rf.YTAM5CN2SkAFCaZKxvEy.jpg,train,819,6922,8.451770451770452,1.0
T10_d06_096_b_1_jpg.rf.F3nuHkylswEEjJghcCIm.jpg,train,106095,73564,0.6933785758047033,0.3492469142515361
T10_d07_047_b_1_jpg.rf.PQjWHiagBYkkmP5v5TKv.jpg,train,121,13241,109.4297520661157,0.9908617173929462
T20_d01_177_a_1_jpg.rf.AaURspyXxf03gFEiieQg.jpg,train,122,29726,243.65573770491804,0.9958958487519344
T10_d02_227_b_2_jpg.rf.lA54FmXITApzMeTzhbr5.jpg,train,3798,13985,3.682201158504476,0.728423310690025
T10_d08_181_b_2_jpg.rf.dRPkkcnF0CBlBk4lhMZd.jpg,train,708,2097,2.961864406779661,0.6623748211731044
T10_d09_145_a_2_jpg.rf.MqOR3SQ7kbYbFa90uZBL.jpg,train,1713,35574,20.76707530647986,0.9518468544442571
T10_d10_013_a_2_jpg.rf.1AqEmKr0sH2pmNAzu0u7.jpg,train,193,0,0.0,0.0
T10_d10_133_a_2_jpg.rf.TfToWOU7i2eDcTfsCiDl.jpg,train,16760,19821,1.18263723150358,0.1582160334998234
Tam_d03_119_a_2_jpg.rf.shGrZhSDnMjeSUvNp7Yt.jpg,train,13072,21557,1.6490973072215422,0.39360764484854105
T10_d14_138_b_3_jpg.rf.mMYTYlGgGd8S0wZdUf5Z.jpg,train,128894,13986,0.10850776607134545,0.3642928642928643
T10_d17_061_a_4_jpg.rf.IE5nMA2fumxKjJBGMPXG.jpg,train,125055,213377,1.706265243292951,0.44627584041391527
T10_d17_382_a_4_jpg.rf.shvsJ226ozteSqmPpWrI.jpg,train,10904,10721,0.9832171680117389,0.006062867269844231
T10_d20_094_b_5_jpg.rf.zqGxEer4KMEph6r8ziLL.jpg,train,749,2076,2.7716955941255006,0.6392100192678227
T10_d22_003_a_5_jpg.rf.ON8gTrGADx6gpwFste4a.jpg,train,169,10698,63.30177514792899,1.0
T10_d26_420_a_5_jpg.rf.uc3YgVmiLUyyTwGLKDjg.jpg,train,2801,6435,2.297393787932881,0.5647241647241648
T10_d01_406_a_1_jpg.rf.9UDqyGVSTssijVB2vmjt.jpg,val,154,57210,371.4935064935065,0.9973081629085824
T10_d05_072_b_1_jpg.rf.0OqwAKJCPaqbufCEYNKI.jpg,val,124,8760,70.64516129032258,1.0
Tam_d03_474_b_1_jpg.rf.cqFuzDhIJYCKyH81eElB.jpg,val,8174,10388,1.2708588206508442,0.21380438968040047
T10_d09_478_a_2_jpg.rf.Xw1I1RdDrdEbDejqOn7T.jpg,val,89,4992,56.08988764044944,1.0
Tam_d06_474_b_3_jpg.rf.3JZBUCPUlsDwna5BZTOl.jpg,val,6963,7928,1.1385896883527216,0.14354187689202824
